text,user_location,target
@LisamLouisiana I received one of those pieces of mail. I thought I @would ALWAYS go to the polling station. But I… https://t.co/mKxVK6j4Em,"California, USA",2
Only 6% of the 150k deaths reported as #COVID19  deaths we're actual covid. The other 94% had actually passed due t… https://t.co/akkTpJkQqf,"Michigan, USA",2
"#Trump's #prolifers are willing to allow #Covid19 deaths, while beating that tired old anti-abortion drum.  

I don… https://t.co/mIMcvcHHK2","Texas, USA",0
@PBCountySheriff Become Jewish. The religion makes you clean yourself. The religion forces you to obey government.… https://t.co/gpXmYa3msJ,"Florida, USA",1
@PBCountySheriff For those who don't know the sudden death with #COVID19 sometimes come when the lungs fill up with… https://t.co/FDw8t1new2,"Florida, USA",0
#maga is mental #covid19 #bidenharris https://t.co/PntnWydAw5,"Wisconsin, USA",2
⚡️WHAT?!! All these months into the pandemic &amp; data from some labs show up to 90% (!!) of people who get a… https://t.co/QHzhgH2FHJ,"Texas, USA",2
Junior golf COVID-19 style. The birdies were flying today! ❤️#juniorgolf #luckycoach #friendships #COVID19… https://t.co/DC7hxpWa7h,"Virginia, USA",2
We knew for a number of months that the data collection was flawed. This proves it. There is an at risk population… https://t.co/NVOch3nPtS,"Georgia, USA",0
@PBCountySheriff To think he served since 2006 only to have #COVID19 send him to heaven all of a sudden. That disea… https://t.co/SvW4GvbKV4,"Florida, USA",1
Let's not forget that dems could have had reform in 2017 when they had all the power but decided to make it a reele… https://t.co/eKfX6NbsXL,"Wisconsin, USA",1
This is scary #COVID19 #athletes https://t.co/G8S9lrCLsS,"Cin City, USA",0
Wonderful! - #MLW Says They're Scouting Locations To Return From #COVID19 Shutdown https://t.co/wGXXtyxtLL,"Pittsburgh, PA, USA",1
"Please watch &amp; share #PlandemicDocumentary with @DrJudyAMikovits!

https://t.co/xSR8HsDkNw

Censorship of opinions… https://t.co/GTLSmqrPu1","NoVA, USA",1
Maricopa County grants available for small businesses. #COVID19 #ACF https://t.co/NuYAxLfZbp,"Arizona, USA",1
"In stock and ready to ship! One year warranty. FDA approved. #COVID19
https://t.co/7uNfbcG7GR https://t.co/SfePvhtJJi","Irvine, California, USA",1
@TalbertSwan @realDonaldTrump @DNI_Ratcliffe University of Alabama-Two weeks into school and over a thousand test p… https://t.co/hdTeVkj1hN,Total Lesbian USA - Don't like me? Cool move on.,2
"@thefattestbob This is one of those tweets I wish re-tweeting was unlimited. 
#COVID19 #COVIDIDIOTS #CDC #lockdown #covidLies",USA,1
"people r dying from #covid19, #hurricanes, cops and white terrorist groups and that orange bastard is giving out hi… https://t.co/C0rIfZjaq2",usa,0
"Over 1,000 students have tested positive for #Covid19 at University of Alabama since classes resumed. 

#EveryVoice… https://t.co/7VV9QcEEWl","California, USA",1
"🚨 This is important, y’all! 👇

#screenshotsaturday #COVID19 https://t.co/SrILVCVcbD","West Virginia, USA",1
@realDonaldTrump Lots of time wasted by you and now almost 6 million beloved American citizens have #COVID19 and ye… https://t.co/OfRcLVc8TR,"Florida, USA",0
@AblueUs Feeling safe. I am afraid to talk politics. I am concerned for people as there are no mandates from… https://t.co/bwEfjktFJW,"Nebraska, USA",1
THIS. ALL OF IT. Everybody needs to read it and stop spreading harmful misinformation #conspiracies #misinformation… https://t.co/RQdCUzwHHI,"Texas, USA",0
@EricTopol @rago_carlo @US_FDA @SteveFDA @EricTopol Can you suggest and possibly drive forth a strategy to cause ra… https://t.co/U0VCpi4VLT,"New York, USA",2
"Who else is showing up on #Election2020 in Person? #Trump2020 
I ain't afraid of no polls!
#IAintAfraidOfNoPolls… https://t.co/LtBIDZn8CE","New York, USA",1
"@thehill 180,000 and counting are dead from #COVID19","Texas, USA",0
America take off your masks and open everything. #COVID19 is not even as bad as the flu. https://t.co/q9ajjkJAHt,"West Virginia, USA",1
#COVID19 will have a significant impact on the next generation of airline fleets. See how some of the major players… https://t.co/A6h6SH3PbG,USA,1
"ALIEN by Bill Day @BillDaytoons
#Trump #TrumpVirus #COVID19 
Join me at https://t.co/vpOuUdks6A https://t.co/UCLCsXlCJg","North Carolina, USA",1
Well now the big men ‘in charge’ will take action. #COVID19 https://t.co/p0m1c2RVis,USA,1
"Ah shit! Wtf @IAGovernor 

Number 1 is really good unless it's #COVID19 

Feeling like number 2? 💩","Lie ville liars lowa, USA",1
@vocallycharged @BillKristol @GovMikeDeWine Ever wonder why the COVID test Gov. DeWine took that the trump camp off… https://t.co/dJZHr1loz5,"South Carolina, USA",2
BREAKING: Urgent Appeal to the United Nations Concerning the Deterioration of the Situation in the Gaza Strip  (via… https://t.co/YBQS7IvuBN,USA / Palestinian Diaspora ,1
#Download Kill #Coronavirus On Contact FREE https://t.co/J1E1uA8wjd #natural #recipes #coronaviruschallenge #COVID19 https://t.co/IDWv8NebfX,"New York City, New York, USA,",0
MAKE US YOUR COMPANY REPRESENTATIVE IN THE USA. GAIN MORE PROFIT #marketing #COVID19 #DigitalMarketing #advertising… https://t.co/eBPzwfQrAC,"Chicago, USA",1
What's the best way you can fast-track your clients to adopt a new automated payment option after #COVID19? Here ar… https://t.co/fIq3Eu8Q6g,"California, USA",1
"@RBReich Recent horrific events that killed/destroyed American lives &amp; our way of life:

1995: The Bombing of Oklah… https://t.co/5vY8dh1Fn3",Not GOP’s USA,0
"""I think we're doing a really good job in this country of keeping it down ... a tremendous job of keeping it down.""… https://t.co/iAz5KcZUek",Right Coast USA,1
"Kim: No #COVID19 ‘surge testing’ needed on Big Island
https://t.co/oPTtTtmuAm","Hawaii, USA",0
Moderately F🇨🇳 🇺🇸king disgusting😳🤯😬😷🤢🤮#COVID19 #Prevention #Protection #Sanitation #Hygiene #Health #MrClean… https://t.co/QUwurmyK7R,"California, USA",2
A vey interesting approach will “DUMP” all others: How the University of Arizona used No. 2 to solve its No. 1 prob… https://t.co/fYlxB7tku8,"Maine, USA",1
"@RepAdamSchiff @SpeakerPelosi I think your treason convictions will be the most celebrated in history.
@GOP @NCGOP #COVID19 #RNCConvention","North Carolina, USA",1
"I think these three # are why people are going to vote #bidenharris
#blm #covid19 #climatechange https://t.co/30UrDIdtrn","Wisconsin, USA",2
"Oh thanks 😂

#nickelback #Covid #covid19 #coronavirus #headrushtv #funny #rock #music #metal #hardrock #metalmeme… https://t.co/stovpsxOFN","Boston, MA, USA",1
@TeamTrump @LaraLeaTrump @TheLeoTerrell @PastorDScott Can't got 2 church. schools R closed. I make me wear a fuckin… https://t.co/j3nfm86fpH,"Georgia, USA",2
"This is beyond what you could have imagined: ‘For 6% of the deaths, #Covid19 was the only cause mentioned.’ https://t.co/wi96zIvPOC",USA,2
Getting ready for another complete lockdown..AGAIN! 😫C’mon Hawaii! 😾🤬#COVID19 https://t.co/q0WN2wF5vq,"Oahu, Hawaii USA",1
"@JoeBiden @realDonaldTrump already beat #COVID19 #HydroxycholoroquineWorks 

Stop the #heroesact we know you are… https://t.co/sBTLY2JqTV","Missouri, USA",0
"@Adorable_Todd Self righteousness will protect the #left from #COVID19. Or ... #COVID19 has been conflated, inflate… https://t.co/fmrjfSjJPf",USA,1
@greggutfeld Can't got 2 church. schools R closed. I make me wear a fuckin mask. U shouldn’t vote N person. If YOU… https://t.co/vt637tqAcL,"Georgia, USA",2
A remarkable #COVID19 tool: Tracking the spread of the novel coronavirus https://t.co/QmVt1CRss4 via @Reuters,"Maine, USA",1
Can't got 2 church/school. make me wear a fuckin mask. U shouldn’t vote N person. If u think we HAVEN’T BEEN SCAMME… https://t.co/ydRHkzh4wT,"Georgia, USA",2
"God is great, Trump you are not.  #SaturdayThoughts  #scripture  #amediting  #christianblogs  #trump  #pence… https://t.co/vv5QTAwk5m","Georgia, USA",1
"94% of All NYC #Coronavirus Patients Have Underlying Health Problems

https://t.co/53WFmGs54P

#COVID19","NoVA, USA",0
@JoeBiden Can't got 2 church. schools R closed. I make me wear a fuckin mask. U shouldn’t vote N person. If YOU thi… https://t.co/gsB12S2GhV,"Georgia, USA",2
@JoeBiden Can't got 2 church. schools R closed. I make me wear a fuckin mask. U shouldn’t vote N person. If YOU thi… https://t.co/Ip4U2R7ww9,"Georgia, USA",2
Can't got 2 church. schools R closed. I make me wear a fuckin mask. U shouldn’t vote N person. If YOU think we HAVE… https://t.co/bfq82uxDGt,"Georgia, USA",2
The @US_FDA would say anything to stay on #Trumps good side as not to lose any Federal funding. #COVIDー19 #COVID19… https://t.co/kGh3UeA0uP,"Michigan, USA",1
I dreamt we didn't have to wear mask anymore and it was Odd #Odlanyer #lpshowact2 #TrumpViolence #TheLPShow… https://t.co/2N1i1gUovC,"Texas, USA",0
@mikandynothem @IWasHrren @realDonaldTrump @Chrisdamonkey35 @DonaldJTrumpJr @EricTrump @kimguilfoyle @RandyRRQuaid… https://t.co/nOWDC2EAlH,USA,2
"So just came back from my apartment right next to @UMaine and not a single person was wearing a mask. 

NOT. A. SIN… https://t.co/Nkn3hSkvWE","Maine, USA",2
*Turns replies off* 😂 Typical lefty #Trump2020Landslide #COVID19 https://t.co/UGBjEjuoIF,"Florida, USA",2
"Hasn't  ""Magically"" disappeared.
#COVID19 
Don't be distracted by them. https://t.co/taSxkIkIBV","Florida, USA",1
@DonaldJTrumpJr @realDonaldTrump Then maybe you and the rest of your brood should stop lying and then people will s… https://t.co/uRjVELlQy7,"Michigan, USA",0
"Percentage of global #COVID19 deaths
(updated today) #coronavirus https://t.co/UdfZUhAZ8f https://t.co/iqAjNglCLv","Colorado, USA",2
#COVID19 Deaths. Pass on as a tribute to doctors and nurses who gave their lives https://t.co/Q69ar9z5Pi,"Dallas, GA, USA",2
"#COVID19 Vaccine whistleblower: New vaccine causes sterility in 97% of women

https://t.co/kRF8pIbcMK","NoVA, USA",2
"@JoeBiden C'mon man! Lmao! You are serious still riding the #COVID19 hoax? Only the sheep believes it is a ""pandemic"".","New York, USA",1
"If you are interested into #COVID19 WBE,  join the kickoff meeting of the NSF Research Coordination Network on SARS… https://t.co/W5mevYsaBE","New Hampshire, USA",1
READ My News &amp; #download: Kill #Coronavirus On Contact https://t.co/P9A0kVDayf #Recipes #coronaviruschallenge… https://t.co/sSfnoUJF9C,"New York City, New York, USA,",0
#realDonaldTrump #TrumpViolence #TrumpIsNotWell #TrumpFailure #COVID19 #CNN #FoxNews #msnbc well do ya??? https://t.co/Iga7WM4zNe,"Texas, USA",1
"#COVID19 
#COVID 
We need a consistent response across the entire country. 
#VoteBlueToEndThisNightmare… https://t.co/TMkEhzOBD8","East Coast, USA",2
"Do you know someone who is not coping well with the stress of #COVID19 ? The free, anonymous AccessPoint screening… https://t.co/kpZhrtFhPI","North Carolina, USA",0
"Pat, I'd like to solve the puzzle please....

#Masks 
#COVID19 
#WakeUpAmerica 
#Oregon 
#RecallKateBrown 
🇺🇲🇺🇲🇺🇲🇺🇲… https://t.co/6pmz0WIIVo","Oregon, USA",1
"To keep spirits high &amp; creativity strong, @polimoda has asked its community of fashion industry experts to write ab… https://t.co/y3GiuUvRnc","Hawaii, USA",1
".
#COVID19-associated (""MIS-C"") in two children with rare #autoimmune disorders

...kudos to researchers for sequen… https://t.co/rpysaMQ9bK",Jerusalem,2
Study explains multipronged SARS-CoV-2 attack and widepread COVID-19 infection. A study of a gateway receptor for S… https://t.co/ssE6hNiyBA,"California, USA. ",0
READ My News &amp; #download: Kill #Coronavirus On Contact https://t.co/AS9RUrJG03 #Recipes #coronaviruschallenge… https://t.co/HQggYDHvul,"New York City, NY, USA",0
There’s a middle-ground between “lock everything down” &amp; “everything is fine”.  Let us open up with precautions.… https://t.co/pB6yFpAi7N,"Utah, USA",2
"PSA: Get your flu shots!
Apparently a very reputable doc said to get them as soon as possible this season, I'm sure… https://t.co/ByKmEm1ISR","New Jersey, USA",0
If NJ will #FlattentheCurve we must include ALL families in #COVID19 Relief. Include immigrants now @NJSenatePres… https://t.co/Fp6yurHLgZ,"Nueva York, USA",1
Our teachers and local public education leaders should be commended for their efforts and ability to adapt to the p… https://t.co/YJd9osPmfb,"Texas, USA",1
"How to create good habits during the #COVID19? How long does it take? The science behind habit creation. #Habits
https://t.co/D52neXq1PO","New York, USA",1
Women must lead. #smashthepatriarchy #COVID19 #lockdown #maskup https://t.co/8MppdTBYD0,"Oregon, USA",2
"Guys...???!!! I mean, #Halloween is my jam but this early??? Holy crap. You know it's all #COVID19, all the quarant… https://t.co/rYvRD4qJ71","New Jersey, USA",0
In 2017 Dr. Shi from Wuhan Institute of Virology Claimed She Kept a Large Reservoir of Bat Viruses and Related Vacc… https://t.co/iphskmbJtO,"NoVA, USA",2
"Always thanks to the criminal tenant of the white house. He does  not give a D about americans, he is in denial too… https://t.co/2aqcWtz0qJ",USA,0
"Ingraham slipped &amp; said @realDonaldTrump's brother died of #COVID19 

Discuss https://t.co/hC5ef27u7S",USA,0
"@thehill Not happening ! 
He should be doing something to stop the #Covid19 instead of saying ridiculous stupid things like that ! 🙄","Georgia USA , Montreal Canada ",0
"State health officials announced today 139 additional #COVID19 cases in New Mexico, totaling 25,178 statewide. Sadl… https://t.co/zZ9nDRJNBA","New Mexico, USA",2
Will @GeorgiaStateFB cancel the first two games? #COVID19,"Georgia, USA",0
Will our youth play recreational football this season year? #COVID19,"Georgia, USA",1
Commercial buildings should flush faucets when they have low water use. When #water stagnates and #plumbing is not… https://t.co/ygBa5ERTnf,USA,0
@muskrat_john @GameTradeMedia Attention @aphl @PublicHealth @CIDRAP_ASP @MackayIM Individuals who are involved with… https://t.co/0tjVyDXHqX,"Bellevue, WA, USA",2
"Maybe Killer Roy would like to discuss this with Carolina businesses that he destroyed.
@NCGOP @DanForestNC… https://t.co/A77IPLEDum","North Carolina, USA",0
I continue to be impressed with @GovMurphy and how he is handling the #COVID19 pandemic and the upcoming election i… https://t.co/7sNkJhQ75r,"New Jersey, USA",1
"Public input, especially from groups highly impacted by #COVID19, is needed to inform a study on equitable vaccine… https://t.co/qZ11Yhqi7y","New York, USA",2
Mad people are eating inside of this Italian restaurant I ordered curbside pickup from. No wonder CT is starting to spike. #COVID19,"Connecticut, USA",0
@andrea04035812 @nytopinion @IndivisChandler @IndivisPrescott @IndivisibleofAZ Rs have the trifecta of #Arizona: Go… https://t.co/MiOOsOJmKR,"Arizona, USA",2
"When a #COVID19 vaccine is available, policymakers will have to make tough decisions about allocating the initial s… https://t.co/gBX2AQCSbW","New York, USA",0
This is Ohio Senator #lateforlunchportman enjoying himself at our parks instead of having a Town Hall to answer for… https://t.co/WxjvQMJYNS,"Ohio, USA",1
The @CDCgov quietly adjust the numbers of deaths from #COVID ...what’s THAT tell you?   https://t.co/pXvOrY2gEi.… https://t.co/RIvOXfj3ud,"New Jersey, USA",2
urban wilderness: #RCL #Pentecost13A https://t.co/UCPkWjcvJm #Romans #SundaySchool #Love #COVID19,Los Angeles🌞  California usa,2
"It seems like we should seriously do everything in our power to avoid getting #COVID19 .

Especially younger people… https://t.co/jv6sID0FJI",USA,0
#heyrut I’m improvising an in-home classroom so we can do remote learning as school starts for our grandson while o… https://t.co/XYbMbHntl2,"West Palm Beach, FL USA ",2
@realDonaldTrump Who is responsible for COVID19?? Quick answer: YOU The Tweet aged as bad as you. #ImpeachedForever… https://t.co/HlJNBbvTiS,MN-Midwest USA,0
"Tornado Quest Top Ten Science Links For August 21 – 28, 2020 #science #weather #meteorology #drought #hurricane… https://t.co/8NjpSJC077","Tulsa, OK, USA",1
"Seriously? Trump's education secretary Betsy DeVos says the #COVID19 pandemic is a good thing for education?

We ne… https://t.co/41yTsQI6G4","Texas, USA",1
"@daniellevitt22 NIH &amp; Moderna rigged clinical trial of #COVID19 #vaccine, mRNA-1273 to avoid capturing adverse reac… https://t.co/Owpbfm1DKZ",USA,0
@realDonaldTrump Can you focus on your JOB as a public servant?! Like fight #Covid19- create a national plan. Creat… https://t.co/ipVUOwdbcM,USA,1
@Reuters Not since the Vietnam war has a body count been anticipated by the left. Chances are everyone will be affe… https://t.co/zwGGZuNZQx,USA,0
"@realDonaldTrump More than 180,000 Americans have died from #COVID19 and you're worried about football and TV 📺 rat… https://t.co/0oFhWdDo8o",USA,0
@SpeakerPelosi #WeThePeople now know tha.@GOP in Congress &amp; #GOP Govs across the Nation have all been undermining o… https://t.co/Khe0THRM30,"Minnesota, USA",0
"BREAKING:: Good News L.A.!  Today, Hospitalizations in Los Angeles County Hit It's Lowest #Covid19 Number Since Apr… https://t.co/m3oSbQE7Sd","Los Angeles, Calfornia, USA",1
"It's back to school time and everyone needs a face mask. Thanks to our #bitcoin, #cryptocurrency donors and our par… https://t.co/CdAlaAFc6q","Johnson City, TN USA",1
@APJGreen @KarlMerkli @PickelNickels @AP_Planner @EcoSenseNow Saturday pleasant day here after last night thunderst… https://t.co/BXfiYdAC4H,USA,1
#ChadwickBozeman's passing from colon cancer has shaken me to my core. I had to cancel an exam when #COVID19 blew u… https://t.co/NOT4U7AB0n,"Pennsylvania, USA",0
"@thehill He certainly didn't stand for the right for 180,000 Americans not to die of #Covid19.","South Carolina, USA",1
"@techjunkiejh NIH &amp; Moderna rigged clinical trial of #COVID19 #vaccine, mRNA-1273 to avoid capturing adverse reacti… https://t.co/qUOoUv9vPX",USA,0
"@griffithconner1 NIH &amp; Moderna rigged clinical trial of #COVID19 #vaccine, mRNA-1273 to avoid capturing adverse rea… https://t.co/KwFGpLsS6S",USA,0
#NationalSecurity The #SecurityBriefing isn't the last. #PutinsPuppet #TrumpViolence &amp; #Putin Piggy Backing #GOP ha… https://t.co/05Dr0sj13L,"California, USA",1
"@660Mary @TheSpeaker2018 NIH &amp; Moderna rigged clinical trial of #COVID19 #vaccine, mRNA-1273 to avoid capturing adv… https://t.co/TYH2jHUrsp",USA,0
"Canada Top story: @DrEricDing: 'DEVASTATING NUMBERS: Let’s compare #COVID19 deaths just from yesterday: 

Spain 🇪🇸… https://t.co/Uj2MaM3rxT","Portland, Oregon, USA",0
All You #MAGAs who don't think that covid-19 is real because Trump doesn't wear a mask and told you a miracle will… https://t.co/L7RnDvCfkL,"Florida, USA",1
"#MAG2020 #KAG2020LandslideVictory #Covid19
The worst of the pandamic is over. There's a lag of 1-8 weeks in reporti… https://t.co/P0UxKjrqRl","Cleveland, Ohio, USA",0
"States should not have to work this hard to make sure their residents are able to make ends meet.
@TXWorkforce… https://t.co/ec9Cf4vYQk","Texas, USA",1
“I believe that God will help us and we will get through this.” https://t.co/VFWhinlFiP #covid19 #faith #tolerance #respect,USA,1
"@GovLarryHogan new educational slogan... you want more money, let people die. #WhyRepublicansAreJumpingShip… https://t.co/XQJTb4htBO","Maryland, USA",0
"@WashTimes @joaanmalek Hydroxychloroquine
will not work for #COVID19 until after November 3rd when Democrats and Me… https://t.co/MyzjmYI78k","South Carolina, USA",2
@ADHPIO @eppersports I have a relative that had a positive #COVID19 result on an antigen test on August 13th. He ha… https://t.co/5qxgQnplEv,"Arkansas, USA",1
Oh dear god I hope this is true. Maybe it will force all those as*holes to wear masks. #COVID19 https://t.co/uzjUQfFgt0,USA,1
New Study Argues #COVID Herd #Immunity May Have Already Been Reached in Some Regions of #US:… https://t.co/q89C7IwNrM,"New Jersey, USA",0
"I’m so tired of the willfully ignorant, arrogant and selfish people in this country. #COVID19 #covid19isnotacold… https://t.co/2yBBcmJOBo",USA ,0
".@realDonaldTrump ""I don't know, somehow, I don't see it [wearing a mask] for myself,"" the .@POTUS  said in April.… https://t.co/QEugLsfnFx",Vermont USA,2
#Hawaii #Covid19 Update August 29 https://t.co/chAL930FRi,"Hawaii, USA",2
"Citing privacy laws, businesses are warning employees to keep quiet on workplace COVID-19 cases… https://t.co/ddJmPgCFJs","North Carolina, USA",0
"@v_shakthi NIH &amp; Moderna rigged clinical trial of #COVID19 #vaccine, mRNA-1273 to avoid capturing adverse reactions… https://t.co/ZkltuQlshF",USA,0
@ProjectLincoln @TheRickWilson @SteveSchmidtSES @stuartpstevens @RonSteslow You hear that @realDonaldTrump ? No PRO… https://t.co/I8yrHgFuyE,"California, USA",0
Will be very interesting to see how many more states happen to find @LabCorp discrepancies in their #COVID19 report… https://t.co/fr3KIoVW4q,"South Carolina, USA",1
The growth of #OpenBanking during the #COVID19 pandemic https://t.co/JNWlqUpSJL via @FinancialBrand,"Blue Bell, PA, USA",1
"Those with #Parkinsons disease are greatly affected by the #coronavirus. Here's a video on how... 
#COVID19… https://t.co/7nxVGu74Pf","New York, USA",0
"@DirigoBlue If #religion forbade the couple to have an outdoor marriage than inside a church, and reception hall th… https://t.co/9nST0bk9MJ","Maine, kinda the USA",2
"""The 'pathologizing' of dissent"" #Covid19 #Covid1984 https://t.co/Aokzc7v8Wv","Washington, USA",2
"Hydroxychloroquine: There are Arguments and Counterarguments, but you can’t have it both ways #Hydroxychloroquine… https://t.co/eSDFCPYJ3o","Maryland, USA",0
"A 2020 take on track number 9, @M_CCarpenter ?

#AskingForAFriend 
#thedirtandthestars #marychapincarpenter… https://t.co/o0edAPY1Cb","Iowa, USA",1
Our Clinical Research Unit has continued regular clinical trials and added vital #COVID19 research to their workloa… https://t.co/HrrFaDxAOy,"Iowa City, Iowa, USA",1
"Study from Ahmedabad, India shows that ginger is effective in drastically reducing #COVID19 infection. So do news r… https://t.co/kQzKOWpRax","California, USA",1
These Sports team owners are just changing for the money 💰 But they need to know - we are #SportsBoycott them in th… https://t.co/bTXtN2jATM,"California, USA",2
"Interesting that #Talent retention is top #CEO priority during #covid19.
Other finding: CEOs must be more agile. https://t.co/KRTvFSz3vC","Texas, USA",1
"WHAT!!!??? &gt;_&lt;

#coronavirus #coronavirusupdate #coronavirusupdates #coronaviruspandemic #sarscov2 #covid #covid19… https://t.co/NP2VNeKsZQ","King County, WA State, USA",2
"@WhiteHouse @GovAbbott @realDonaldTrump All mutual suck-ups! #Covid19 has killed so many Texans, TX is moving to Bl… https://t.co/Jd4MTtZxhX",USA,0
"#Health and #Safety have never been more important. Through a #Daily #COVID19 declaration form, you can evaluate yo… https://t.co/DRq3d4KdKs","New York, USA",0
Democrats kill elder #COVID19 Americans because they are more conservative than younger voters. They will do anythi… https://t.co/gx5ONGhDiF,"Spokane, WA USA",0
"A LongTerm Campaign 2 Eliminate Consumer Rights 2 Legal Defense 

Giving corporations immunity when they cut corner… https://t.co/muPWTXhWEm","Ventura County, CA, USA",1
I will be on @azfamily with @EmmaPLockhart to discuss the rapidly rising case count @ASU in #COVID19 cases and what… https://t.co/40vx8BLt69,"Chandler, AZ, USA",2
Dr. Rhea Boyd via @abcnews: Studies continue to show that chronic exposure to air pollution increases the death rat… https://t.co/wU6qTzKlxZ,"California, USA",0
@KING5Seattle Only 6% of deaths from Covid real. Rest normal morbidities. #COVID19 https://t.co/caMvsQ7VGM,"Montana, USA",2
Good Luck Tour de France and Corona: could this work? via @faznet #tourdefrance2020 ⁦@LeTour⁩ #cycling #COVID19… https://t.co/GzRI7InznU,"Wilmington, DE | USA",1
Samantha Mottet's very moving August 29th talk with Dr Yo @YoDoctorYo about her successful critical #Covid19 recove… https://t.co/2i1Azvw9Vr,"New York, USA",1
"To free up hospital space for #COVID19 patients &amp; adhere to social distancing orders, health plans are covering tel… https://t.co/KXd3hItpKN","Illinois, USA",1
"This latest report on #COVID19's infection is causing testicular inflammation #ScienceMatters #FactsMatter 

Be Sma… https://t.co/2bu61FXZ8n","NY, NY USA",2
"So pathetic! “Sell this tonight on eBay, $10 thousand!” Lmao! All about money all the time! 🙄 #COVID19 #Hurrican… https://t.co/F7ysGKcs5R","Washington, USA",0
"@hodgetwins @realDonaldTrump I like you guys, but it’s NOT called China Virus

It’s called #COVID19 #SARSCoV2

I al… https://t.co/FsRFMMJvrm","New Jersey, USA",1
All these protesters don't realize this is hurting Dems and if Trump gets reelected their situation will not get be… https://t.co/jlIoOIhVqB,"Texas, USA",0
@rocketfantastic I have been remembering Randall so keenly and wondering: how do we mourn in the time of #COVID19?… https://t.co/U6Ki2WUNS5,USA,0
WSU among colleges confronting student parties during #COVID19 pandemic - along with Boise State and U of I:… https://t.co/RBhgLwCG9B,"Pullman, Washington, USA",1
"Except during pandemics, when he stands for the right to death.

#COVID19 https://t.co/6z3UC8Kmq1",USA,0
"@realDonaldTrump 181,000 AMERICANS DEAD FROM #COVID19.","South Carolina, USA",0
Has anyone done a study on how many Demiscreants have died from #COVID19 and how many Republicans have died - maybe… https://t.co/TVkqDvUOvo,"South Carolina, USA",0
Reality check in truth: #covid19 is a cold virus that might be as bad as an annual flu in a SMALL percentage of peo… https://t.co/7vFVHFIHct,"Southern Colorado, USA",0
"Hafa adai Guam!

DPHSS Guidance Memorandum 2020-036; RE: Authorized Businesses and Services During PCOR 1 Relative… https://t.co/WCcfRH9yni","Guam, USA",2
"@phreba My wife and I were supposed to go see @TrivectaMusic in Tucson in May/June, but got canceled due to… https://t.co/U5Tz8ceI1b","Chandler, AZ, USA",2
"Just a thought....

Only 6%  of #COVID DEATHS or in simple terms about 11,000 died due to  #COVID19 #coronavirus… https://t.co/WA2RpypNV3","New Jersey, USA",0
@realDonaldTrump continues to be America's #1 Public Health Threat (not to mention #1 NatSec Threat &amp; #1 DomSec Thr… https://t.co/NE7ijey9lu,"California, USA",0
"@Beautiful_I_1 @ShaneMc60700752 @MadamSavvy @CNN I agree w/ Shane, somewhat, wouldn’t choose his words.… https://t.co/MolwiQKgzu","New Jersey, USA",1
On my way home from work I passed by a house having a massive party. I guess it's fitting that they had a circus te… https://t.co/8DtIBwXYVQ,"Illinois, USA",1
1000 students have tested positive for #COVID19 at University of Alabama  https://t.co/7ZOW4njhAp,"New York, USA",1
@mtv privileged #VMA entertainers and presenters are exempt from having to quarantine. Can you stop saying “We’re a… https://t.co/lWMT4H7Avq,"Colorado, USA",1
"Top 10 most discussed tech topics during #COVID19: https://t.co/Sbadx7D0f3 by @wef
————
#IoT #IIoT #IoTPL #AI… https://t.co/9GKxQJvHQG","Maryland, USA",1
"#WearAMask and wear the right one...#COVID19 #coronavirus
https://t.co/zLhgtDc43b","Michigan, USA",2
Republicans see immediate post-convention bounce...in #COVID19 cases: Attendees start testing positive https://t.co/TRlMYaEGpd,"Pennsylvania, USA",1
"#UniversityofAlabama  has 1,200 #students who have tested positive for #Covid19 

 #Student #Teachers #Faculty… https://t.co/Ph7OzyCmIO","Los Angeles, California, USA",1
"This was lovely!

Thank You Frontline Workers | “For Good” | WICKED the Musical https://t.co/6adrkFEGD9 via @YouTube 

#Covid19","Erie, PA, USA",1
"Gresham man sentenced to probation for importing drug from China to sell as COVID-19 treatment. *Remember folks, th… https://t.co/WCN5nz4yAM","Oregon, USA",0
#MourningInAmerica should include this nurse who may or may not survive #COVID19 . Our #HealthcareHeroes deserve a… https://t.co/dYnzNLAqW1,"Ohio, USA",2
"To invest is not a problem but getting the returns and profits is where most people has problems.
Join and start ea… https://t.co/cMVQgpvv2m","California, USA",1
"Amid surge in #COVID19 cases, #Pullman police crack down on parties near #WSU, issue citations to party hosts, part… https://t.co/qO4Gh8ocQD","Pullman, Washington, USA",1
All those #COVID19 dead who worked at @NHS https://t.co/7ZhJB3sqTi,USA,0
#NewsYouCanUse. 5 things you must do to have a successful job interview on video during the #COVID19 outbreak https://t.co/ymBXY9MkMx,Tweets on #Asia & USA  ,1
"To invest is not a problem but getting the returns and profits is where most people has problems.
Join and start ea… https://t.co/M6wpEe48Da","California, USA",1
@realDonaldTrump What a shame there's nothing you can do to increase testing and promote measures that help limit t… https://t.co/8ZC5VSnGqR,"Texas, USA",1
"Faculty Members Urge College To Hold Fully-Remote Fall @dartmouth @Ignitenursinged @AAUP

#COVID19 #HigherEducation… https://t.co/ya55r5j8Xd","Louisiana, USA",2
"La'Ron and Aisha J feel the love and the lighter side of quarantine in the island grooves of ""Lockdown"" #rnb… https://t.co/MTiN4rZ7cc","New York, USA",1
Low risk isn't no risk. Follow your national health advisory to protect yourself and others from #COVID19. https://t.co/Z2yTilHrsw,"Texas, USA",0
